algorithm,apogee,argOfPerigee,bStar,classificationMarking,elset_created_at,elset_created_by,dataMode,eccentricity,idElset,idOnOrbit,inclination,line1,line2,meanAnomaly,meanMotion,meanMotionDDot,meanMotionDot,origNetwork,perigee,period,raan,revNo,satNo,semiMajorAxis,source,__START_AT,__END_AT,COUNTRY,LAUNCH,LAUNCH_NUM,LAUNCH_PIECE,NORAD_CAT_ID,OBJECT_ID,OBJECT_NAME,OBJECT_NUMBER,OBJECT_TYPE,RCS_SIZE,SATNAME,SITE,satcat_current_fetch_date
SGP4,6897.262,275.0462,6.1637E-4,U,2024-02-01T05:05:15.414Z,system.ob-ingest,REAL,1.568E-4,be7f9eff-5fd6-455a-bbfd-f8eb0b962632,57974,43.0012,1 57974U 23151L   24031.82041703 +.00011832 +00000+0 +61637-3 0 99998,2 57974  43.0012 193.0730 0001568 275.0462  85.0206 15.15967156020204,85.0206,15.15967156,0.0,1.1832E-4,OPS1,6895.1,94.989,193.073,2020,57974,6896.181,18th SPCS,2024-01-31T19:41:24.031392Z,2024-02-01T11:30:11.973600Z,US,2023-09-30,151,L,57974,2023-151L,STARLINK-30489,57974,PAYLOAD,LARGE,STARLINK-30489,AFETR,2024-08-21
SGP4,6938.246,274.6583,1.7047E-4,U,2024-02-01T05:05:15.698Z,system.ob-ingest,REAL,1.526E-4,ea49e650-fc53-4c12-9e39-375c8cefec2e,57985,43.0023,1 57985U 23151X   24031.89559711 +.00002100 +00000+0 +17047-3 0 99994,2 57985  43.0023 203.8065 0001526 274.6583  85.4085 15.02545531020026,85.4085,15.02545531,0.0,2.1E-5,OPS1,6936.129,95.837,203.8065,2002,57985,6937.187,18th SPCS,2024-01-31T21:29:39.590304Z,2024-02-01T10:15:29.604672Z,US,2023-09-30,151,X,57985,2023-151X,STARLINK-30519,57985,PAYLOAD,LARGE,STARLINK-30519,AFETR,2024-08-21
SGP4,6932.491,235.6125,0.0013722,U,2024-01-31T23:05:17.712Z,system.ob-ingest,REAL,1.589E-4,e975b50a-363a-47df-8d2a-26541fcd5cfa,58009,43.0,1 58009U 23153U   24031.91667824 +.00019343 +00000+0 +13722-2 0 99994,2 58009  43.0000 280.4861 0001589 235.6125 164.7381 15.04430952019066,164.7381,15.04430952,0.0,1.9343E-4,OPS1,6930.289,95.717,280.4861,1906,58009,6931.39,18th SPCS,2024-01-31T22:00:00.999936Z,2024-02-01T14:00:01.000224Z,US,2023-10-05,153,U,58009,2023-153U,STARLINK-30486,58009,PAYLOAD,LARGE,STARLINK-30486,AFETR,2024-08-21
SGP4,6938.062,271.4519,6.414E-5,U,2024-02-01T05:05:15.918Z,system.ob-ingest,REAL,1.22E-4,d5af0ac9-d7f1-4e17-8230-ee94f4c0ac7b,58069,43.0009,1 58069U 23158U   24031.91142752 +.00000663 +00000+0 +64140-4 0 99990,2 58069  43.0009 242.5378 0001220 271.4519  88.6183 15.02536267018034,88.6183,15.02536267,0.0,6.63E-6,OPS1,6936.369,95.838,242.5378,1803,58069,6937.216,18th SPCS,2024-01-31T21:52:27.337728Z,2024-02-01T13:49:44.183712Z,US,2023-10-13,158,U,58069,2023-158U,STARLINK-30480,58069,PAYLOAD,LARGE,STARLINK-30480,AFETR,2024-08-21
SGP4,6938.042,190.0394,0.001341,U,2024-02-01T05:05:15.598Z,system.ob-ingest,REAL,1.19E-4,d832090b-257c-4e7b-818c-83ab5a965603,58137,43.0024,1 58137U 23162V   24031.92915182 +.00017957 +00000+0 +13410-2 0 99993,2 58137  43.0024 345.3224 0001190 190.0394 170.0424 15.02535931016806,170.0424,15.02535931,0.0,1.7957E-4,OPS1,6936.391,95.838,345.3224,1680,58137,6937.217,18th SPCS,2024-01-31T22:17:58.717248Z,2024-02-01T07:52:21.288288Z,US,2023-10-22,162,V,58137,2023-162V,STARLINK-30782,58137,PAYLOAD,LARGE,STARLINK-30782,AFETR,2024-08-21
SGP4,6931.807,235.5604,0.0013883,U,2024-02-01T05:05:15.644Z,system.ob-ingest,REAL,8.6E-5,d0f18430-c944-488c-ac76-97093dcb3980,58178,43.0007,1 58178U 23167D   24031.90726722 +.00019604 +00000+0 +13883-2 0 99996,2 58178  43.0007 358.4664 0000860 235.5604 124.5158 15.04489147015454,124.5158,15.04489147,0.0,1.9604E-4,OPS1,6930.615,95.714,358.4664,1545,58178,6931.211,18th SPCS,2024-01-31T21:46:27.887808Z,2024-02-01T02:33:16.473888Z,US,2023-10-30,167,D,58178,2023-167D,STARLINK-30810,58178,PAYLOAD,LARGE,STARLINK-30810,AFETR,2024-08-21
SGP4,6937.875,258.0948,8.1325E-4,U,2024-01-31T23:05:17.718Z,system.ob-ingest,REAL,9.92E-5,227dfe95-8e4a-4dda-b7f5-6293b001ad83,58209,43.0012,1 58209U 23170D   24031.50859426 +.00010802 +00000+0 +81325-3 0 99997,2 58209  43.0012  50.1241 0000992 258.0948 101.9783 15.02545523014720,101.9783,15.02545523,0.0,1.0802E-4,OPS1,6936.499,95.837,50.1241,1472,58209,6937.187,18th SPCS,2024-01-31T12:12:22.544064Z,2024-02-01T10:32:33.989856Z,US,2023-11-03,170,D,58209,2023-170D,STARLINK-30839,58209,PAYLOAD,LARGE,STARLINK-30839,AFETR,2024-08-21
SGP4,6938.174,233.0532,3.7716E-4,U,2024-01-31T23:05:17.727Z,system.ob-ingest,REAL,1.421E-4,4e886b30-7101-48ef-842c-f9e0bcb0c5c1,58214,43.0015,1 58214U 23170J   24031.42879783 +.00004896 +00000+0 +37716-3 0 99993,2 58214  43.0015  50.3834 0001421 233.0532 127.0180 15.02545078014713,127.018,15.02545078,0.0,4.896E-5,OPS1,6936.203,95.837,50.3834,1471,58214,6937.189,18th SPCS,2024-01-31T10:17:28.132512Z,2024-02-01T10:13:23.396736Z,US,2023-11-03,170,J,58214,2023-170J,STARLINK-30805,58214,PAYLOAD,LARGE,STARLINK-30805,AFETR,2024-08-21
SGP4,6932.049,278.0266,3.3778E-4,U,2024-01-31T23:05:17.794Z,system.ob-ingest,REAL,1.232E-4,7b3ab390-2e99-4806-ab03-d299949664a0,58240,42.9991,1 58240U 23171L   24031.64807160 +.00004603 +00000+0 +33778-3 0 99997,2 58240  42.9991 140.8727 0001232 278.0266  82.0437 15.04494261014198,82.0437,15.04494261,0.0,4.603E-5,OPS1,6930.342,95.713,140.8727,1419,58240,6931.196,18th SPCS,2024-01-31T15:33:13.386240Z,2024-02-01T12:16:01.981920Z,US,2023-11-08,171,L,58240,2023-171L,STARLINK-30848,58240,PAYLOAD,LARGE,STARLINK-30848,AFETR,2024-08-21
SGP4,6897.054,272.4199,5.3506E-4,U,2024-02-01T05:05:15.588Z,system.ob-ingest,REAL,1.248E-4,123af5e3-1018-4146-8139-389ffc72147a,58359,42.9991,1 58359U 23177J   24031.90250449 +.00010237 +00000+0 +53506-3 0 99996,2 58359  42.9991 204.1198 0001248 272.4199  87.6505 15.15963192012714,87.6505,15.15963192,0.0,1.0237E-4,OPS1,6895.332,94.989,204.1198,1271,58359,6896.193,18th SPCS,2024-01-31T21:39:36.387936Z,2024-02-01T11:53:30.373152Z,US,2023-11-18,177,J,58359,2023-177J,STARLINK-30878,58359,PAYLOAD,LARGE,STARLINK-30878,AFETR,2024-08-21
SGP4,6888.859,119.9315,1.8779E-4,U,2024-01-31T23:05:17.702Z,system.ob-ingest,REAL,1.404E-4,0aa6d852-7fec-4644-a6a3-daed0a9a121c,58394,53.0562,1 58394U 23178W   24031.83217801 +.00003628 +00000+0 +18779-3 0 99992,2 58394  53.0562 325.2297 0001404 119.9315 240.1819 15.18704523012352,240.1819,15.18704523,0.0,3.628E-5,OPS1,6886.925,94.818,325.2297,1235,58394,6887.892,18th SPCS,2024-01-31T19:58:20.180064Z,2024-02-01T02:17:23.620992Z,US,2023-11-20,178,W,58394,2023-178W,STARLINK-30887,58394,PAYLOAD,LARGE,STARLINK-30887,AFWTR,2024-08-21
SGP4,6867.657,259.8314,7.3217E-4,U,2024-02-01T07:05:15.086Z,system.ob-ingest,REAL,2.191E-4,230e4a88-ba42-44b4-a588-1532cc36c2bd,58495,42.9974,1 58495U 23186Y   24031.92749315 +.00018952 +00000+0 +73217-3 0 99997,2 58495  42.9974 282.3514 0002191 259.8314 100.2290 15.25922783010489,100.229,15.25922783,0.0,1.8952E-4,OPS1,6864.649,94.369,282.3514,1048,58495,6866.153,18th SPCS,2024-01-31T22:15:35.408160Z,2024-02-01T21:49:29.357184Z,US,2023-12-03,186,Y,58495,2023-186Y,STARLINK-31002,58495,PAYLOAD,LARGE,STARLINK-31002,AFETR,2024-08-21
SGP4,6867.123,263.1412,0.0017048,U,2024-02-01T05:05:15.739Z,system.ob-ingest,REAL,1.387E-4,2e41aef2-b002-448e-a5d2-dbd51a9b2d5e,58528,43.0008,1 58528U 23191W   24031.94218388 +.00044617 +00000+0 +17048-2 0 99999,2 58528  43.0008 326.0921 0001387 263.1412  96.9281 15.25916881009859,96.9281,15.25916881,0.0,4.4617E-4,OPS1,6865.218,94.369,326.0921,985,58528,6866.171,18th SPCS,2024-01-31T22:36:44.687232Z,2024-02-01T01:45:15.532416Z,US,2023-12-07,191,W,58528,2023-191W,STARLINK-31004,58528,PAYLOAD,LARGE,STARLINK-31004,AFETR,2024-08-21
SGP4,6866.939,251.8038,3.9484E-5,U,2024-01-31T15:05:15.270Z,system.ob-ingest,REAL,1.077E-4,9551d095-eecc-496f-a399-8f89f6beb0a8,58677,43.0027,1 58677U 23211L   24031.38843955 +.00000775 +00000+0 +39484-4 0 99996,2 58677  43.0027  97.3014 0001077 251.8038 108.2696 15.25907193006221,108.2696,15.25907193,0.0,7.75E-6,OPS1,6865.46,94.37,97.3014,622,58677,6866.2,18th SPCS,2024-01-31T09:19:21.177120Z,2024-02-01T10:27:30.461472Z,US,2023-12-29,211,L,58677,2023-211L,STARLINK-31058,58677,PAYLOAD,LARGE,STARLINK-31058,AFETR,2024-08-21
SGP4,6866.817,265.1203,6.0816E-5,U,2024-01-31T23:05:18.149Z,system.ob-ingest,REAL,8.95E-5,a8e488f7-e478-4d42-a162-f82e73f25fa0,58684,42.9997,1 58684U 23211T   24031.55993427 +.00001334 +00000+0 +60816-4 0 99998,2 58684  42.9997  96.0031 0000895 265.1203  94.9546 15.25906296006247,94.9546,15.25906296,0.0,1.334E-5,OPS1,6865.588,94.37,96.0031,624,58684,6866.202,18th SPCS,2024-01-31T13:26:18.320928Z,2024-02-01T13:00:11.778336Z,US,2023-12-29,211,T,58684,2023-211T,STARLINK-31107,58684,PAYLOAD,LARGE,STARLINK-31107,AFETR,2024-08-21
SGP4,6763.717,57.6968,-0.022769,U,2024-02-01T05:05:15.693Z,system.ob-ingest,REAL,1.083E-4,10661b13-6fbb-4aa3-9b40-43ed9cec323f,58775,53.1601,1 58775U 24011L   24031.91667824 -.01739830 +00000+0 -22769-1 0 99991,2 58775  53.1601 250.1608 0001083  57.6968 317.2774 15.60972275003902,317.2774,15.60972275,0.0,-0.0173983,OPS1,6762.252,92.25,250.1608,390,58775,6762.984,18th SPCS,2024-01-31T22:00:00.999936Z,2024-02-01T06:00:00.999648Z,US,2024-01-14,11,L,58775,2024-011L,STARLINK-31123,58775,PAYLOAD,LARGE,STARLINK-31123,AFWTR,2024-08-21
SGP4,6926.278,77.5682,2.0463E-5,U,2024-01-31T15:05:12.961Z,system.ob-ingest,REAL,1.305E-4,4e4df465-50f3-420f-9333-f745fdea3a56,44761,53.0545,1 44761U 19074BA  24031.49623585 +.00000023 +00000+0 +20463-4 0 99997,2 44761  53.0545  75.1786 0001305  77.5682 282.5453 15.06391745232584,282.5453,15.06391745,0.0,2.3E-7,OPS1,6924.47,95.593,75.1786,23258,44761,6925.374,18th SPCS,2024-01-31T11:54:34.777440Z,2024-02-01T11:47:39.559776Z,US,2019-11-11,74,BA,44761,2019-074BA,STARLINK-1056,44761,PAYLOAD,LARGE,STARLINK-1056,AFETR,2024-08-21
SGP4,6926.448,98.3763,-7.8108E-6,U,2024-01-31T15:05:13.534Z,system.ob-ingest,REAL,1.539E-4,2f8fe1b0-c107-4cda-bc3a-3a8d78f52c08,45082,53.0536,1 45082U 20006AQ  24031.51739402 -.00000398 +00000+0 -78108-5 0 99997,2 45082  53.0536 115.0672 0001539  98.3763 261.7401 15.06389189221308,261.7401,15.06389189,0.0,-3.98E-6,OPS1,6924.316,95.593,115.0672,22130,45082,6925.382,18th SPCS,2024-01-31T12:25:02.843328Z,2024-02-01T12:18:08.899200Z,US,2020-01-29,6,AQ,45082,2020-006AQ,STARLINK-1160,45082,PAYLOAD,LARGE,STARLINK-1160,AFETR,2024-08-21
SGP4,6926.322,87.5668,3.8E-5,U,2024-01-31T23:05:14.892Z,system.ob-ingest,REAL,1.387E-4,0cd6ba4c-fb6c-41f2-a1cb-18ab0ece479d,45100,53.0538,1 45100U 20006BJ  24031.54598950 +.00000285 +00000+0 +38000-4 0 99991,2 45100  53.0538  94.9468 0001387  87.5668 272.5480 15.06395779221246,272.548,15.06395779,0.0,2.85E-6,OPS1,6924.401,95.592,94.9468,22124,45100,6925.361,18th SPCS,2024-01-31T13:06:13.492800Z,2024-02-01T11:23:46.020480Z,US,2020-01-29,6,BJ,45100,2020-006BJ,STARLINK-1193,45100,PAYLOAD,LARGE,STARLINK-1193,AFETR,2024-08-21
SGP4,6926.183,97.4398,1.0812E-4,U,2024-02-01T05:05:13.595Z,system.ob-ingest,REAL,1.193E-4,84107fe1-0d41-4fd0-9762-1b5937d27d61,45221,53.0538,1 45221U 20012AV  24031.88878268 +.00001329 +00000+0 +10812-3 0 99992,2 45221  53.0538 213.4068 0001193  97.4398 262.6727 15.06397440219674,262.6727,15.0639744,0.0,1.329E-5,OPS1,6924.53,95.592,213.4068,21967,45221,6925.356,18th SPCS,2024-01-31T21:19:50.823552Z,2024-02-01T11:39:42.548832Z,US,2020-02-17,12,AV,45221,2020-012AV,STARLINK-1189,45221,PAYLOAD,LARGE,STARLINK-1189,AFETR,2024-08-21
SGP4,6926.45,97.9082,1.2672E-5,U,2024-02-01T05:05:14.223Z,system.ob-ingest,REAL,1.598E-4,a7c6c491-6938-4506-ac38-e2756991fccd,45375,53.0566,1 45375U 20019R   24031.94407611 -.00000093 +00000+0 +12672-4 0 99991,2 45375  53.0566  13.1617 0001598  97.9082 262.2089 15.06401725214016,262.2089,15.06401725,0.0,-9.3E-7,OPS1,6924.237,95.592,13.1617,21401,45375,6925.343,18th SPCS,2024-01-31T22:39:28.175904Z,2024-02-01T03:26:04.920000Z,US,2020-03-18,19,R,45375,2020-019R,STARLINK-1302,45375,PAYLOAD,LARGE,STARLINK-1302,AFETR,2024-08-21
SGP4,6926.254,104.7168,-2.186E-5,U,2024-01-31T23:05:14.992Z,system.ob-ingest,REAL,1.307E-4,2ee1b90a-a7fb-43eb-a1b1-aaacd9d86f2e,45408,53.0552,1 45408U 20019BA  24031.24005799 -.00000607 +00000+0 -21860-4 0 99993,2 45408  53.0552  16.3146 0001307 104.7168 255.3965 15.06399934213620,255.3965,15.06399934,0.0,-6.07E-6,OPS1,6924.444,95.592,16.3146,21362,45408,6925.349,18th SPCS,2024-01-31T05:45:41.010336Z,2024-02-01T08:49:50.612160Z,US,2020-03-18,19,BA,45408,2020-019BA,STARLINK-1278,45408,PAYLOAD,LARGE,STARLINK-1278,AFETR,2024-08-21
SGP4,6926.523,138.0853,5.245E-4,U,2024-02-01T18:05:15.554Z,system.ob-ingest,REAL,1.734E-4,9bb65cb4-590d-41c8-8d2a-1f93efe42614,45531,53.0559,1 45531U 20025A   24031.99014757 +.00007541 +00000+0 +52450-3 0 99993,2 45531  53.0559 312.9589 0001734 138.0853 222.0269 15.06408628209382,222.0269,15.06408628,0.0,7.541E-5,OPS1,6924.121,95.592,312.9589,20938,45531,6925.322,18th SPCS,2024-01-31T23:45:48.750048Z,2024-02-02T01:14:27.176352Z,US,2020-04-22,25,A,45531,2020-025A,STARLINK-1329,45531,PAYLOAD,LARGE,STARLINK-1329,AFETR,2024-08-21
SGP4,6572.023,225.8577,0.0039887,U,2023-02-21T09:05:10.282Z,system.ob-ingest,REAL,8.981E-4,237d05bc-cde7-4288-96dc-2e8fee87e70c,45537,52.9444,1 45537U 20025G   23052.24776911 +.22290404 +12035-4 +39887-2 0 99996,2 45537  52.9444 316.5842 0008981 225.8577 227.9971 16.31694892158241,227.9971,16.31694892,1.2035E-5,0.22290404,OPS1,6560.229,88.252,316.5842,15824,45537,6566.126,18th SPCS,2023-02-21T05:56:47.251104Z,"",US,2020-04-22,25,G,45537,2020-025G,STARLINK-1353,45537,PAYLOAD,LARGE,STARLINK-1353,AFETR,2024-08-21
SGP4,6926.199,91.5858,1.5841E-4,U,2024-01-31T07:05:12.850Z,system.ob-ingest,REAL,1.213E-4,fa1f522d-89e8-48bf-8dbe-24022fb357af,45555,53.0544,1 45555U 20025AA  24031.10737157 +.00002079 +00000+0 +15841-3 0 99992,2 45555  53.0544 296.9196 0001213  91.5858 268.5270 15.06396766208922,268.527,15.06396766,0.0,2.079E-5,OPS1,6924.518,95.592,296.9196,20892,45555,6925.358,18th SPCS,2024-01-31T02:34:36.903648Z,2024-02-01T00:52:09.635232Z,US,2020-04-22,25,AA,45555,2020-025AA,STARLINK-1327,45555,PAYLOAD,LARGE,STARLINK-1327,AFETR,2024-08-21
SGP4,6554.92,315.4414,0.0026085,U,2023-06-03T11:05:16.146Z,system.ob-ingest,REAL,8.012E-4,3b892901-b7ac-46a3-875e-09e42766e229,45575,52.9598,1 45575U 20025AW  23154.41204251 +.28074438 +12404-4 +26085-2 0 99992,2 45575  52.9598 210.0916 0008012 315.4414 138.7294 16.37847130173722,138.7294,16.3784713,1.2404E-5,0.28074438,OPS1,6544.425,87.92,210.0916,17372,45575,6549.673,18th SPCS,2023-06-03T09:53:20.472864Z,"",US,2020-04-22,25,AW,45575,2020-025AW,STARLINK-1326,45575,PAYLOAD,LARGE,STARLINK-1326,AFETR,2024-08-21
SGP4,6926.333,83.296,-8.8988E-5,U,2024-01-31T15:05:13.317Z,system.ob-ingest,REAL,1.385E-4,4304986b-0e93-4896-a405-e2e334f623e2,45746,53.0542,1 45746U 20038S   24031.51741975 -.00001606 +00000+0 -88988-4 0 99996,2 45746  53.0542  85.0762 0001385  83.2960 276.8187 15.06391896201336,276.8187,15.06391896,0.0,-1.606E-5,OPS1,6924.414,95.593,85.0762,20133,45746,6925.373,18th SPCS,2024-01-31T12:25:05.066400Z,2024-02-01T12:18:11.064384Z,US,2020-06-13,38,S,45746,2020-038S,STARLINK-1504,45746,PAYLOAD,LARGE,STARLINK-1504,AFETR,2024-08-21
SGP4,6520.286,323.9776,5.9367E-4,U,2022-07-25T09:05:09.918Z,system.ob-ingest,REAL,8.961E-4,06c3a73b-7097-4fa2-ba0a-5c6d9e1bf68b,45763,53.0354,1 45763U 20038AK  22206.31111782 +.67261653 +12774-4 +59367-3 0 99997,2 45763  53.0354 205.6334 0008961 323.9776 169.2628 16.51149013120605,169.2628,16.51149013,1.2774E-5,0.67261653,OPS1,6508.611,87.212,205.6334,12060,45763,6514.449,18th SPCS,2022-07-25T07:28:00.579648Z,"",US,2020-06-13,38,AK,45763,2020-038AK,STARLINK-1501,45763,PAYLOAD,LARGE,STARLINK-1501,AFETR,2024-08-21
SGP4,6926.591,124.009,-5.0757E-5,U,2024-01-31T23:05:15.200Z,system.ob-ingest,REAL,1.755E-4,02287760-7fed-4e5f-8478-a5a3a5666f43,45785,53.055,1 45785U 20038BH  24031.29995835 -.00001037 +00000+0 -50757-4 0 99991,2 45785  53.0550  46.0503 0001755 124.0090 236.1066 15.06391253200945,236.1066,15.06391253,0.0,-1.037E-5,OPS1,6924.16,95.593,46.0503,20094,45785,6925.375,18th SPCS,2024-01-31T07:11:56.401440Z,2024-02-01T03:53:57.565248Z,US,2020-06-13,38,BH,45785,2020-038BH,STARLINK-1512,45785,PAYLOAD,LARGE,STARLINK-1512,AFETR,2024-08-21
SGP4,6926.3,104.6256,5.3847E-4,U,2024-02-01T05:05:13.772Z,system.ob-ingest,REAL,1.406E-4,190bba62-7be1-4556-b446-556cacda1970,46059,53.0551,1 46059U 20055AJ  24031.82335865 +.00007750 +00000+0 +53847-3 0 99993,2 46059  53.0551 323.7096 0001406 104.6256 255.4889 15.06407220193258,255.4889,15.0640722,0.0,7.75E-5,OPS1,6924.353,95.592,323.7096,19325,46059,6925.326,18th SPCS,2024-01-31T19:45:38.187360Z,2024-02-01T00:32:15.195840Z,US,2020-08-07,55,AJ,46059,2020-055AJ,STARLINK-1570,46059,PAYLOAD,LARGE,STARLINK-1570,AFETR,2024-08-21
SGP4,6926.433,79.9046,6.8032E-5,U,2024-01-31T15:05:13.515Z,system.ob-ingest,REAL,1.563E-4,b0cca9f3-8337-41c1-a54c-30fff91915be,46130,53.0541,1 46130U 20057P   24031.52110623 +.00000732 +00000+0 +68032-4 0 99991,2 46130  53.0541 125.0633 0001563  79.9046 280.2119 15.06399207191505,280.2119,15.06399207,0.0,7.32E-6,OPS1,6924.269,95.592,125.0633,19150,46130,6925.351,18th SPCS,2024-01-31T12:30:23.578272Z,2024-02-01T12:23:29.035392Z,US,2020-08-18,57,P,46130,2020-057P,STARLINK-1624,46130,PAYLOAD,LARGE,STARLINK-1624,AFETR,2024-08-21
SGP4,6735.467,299.9131,7.428E-4,U,2024-01-31T23:05:15.327Z,system.ob-ingest,REAL,2.349E-4,b6f0e911-1a1d-4067-9f3e-aaf4336ab7f3,46365,53.0456,1 46365U 20062AS  24031.91667824 +.00095892 +00000+0 +74280-3 0 99992,2 46365  53.0456 137.2531 0002349 299.9131 321.5153 15.71101332189948,321.5153,15.71101332,0.0,9.5892E-4,OPS1,6732.303,91.655,137.2531,18994,46365,6733.885,18th SPCS,2024-01-31T22:00:00.999936Z,2024-02-01T14:00:01.000224Z,US,2020-09-03,62,AS,46365,2020-062AS,STARLINK-1550,46365,PAYLOAD,LARGE,STARLINK-1550,AFETR,2024-08-21
SGP4,6926.233,92.9473,8.695E-6,U,2024-02-01T05:05:13.920Z,system.ob-ingest,REAL,1.239E-4,396900c9-4c8f-4838-b380-57a79e187e59,46368,53.0536,1 46368U 20062AV  24031.90349671 -.00000152 +00000+0 +86950-5 0 99996,2 46368  53.0536 203.3355 0001239  92.9473 267.1658 15.06391390188875,267.1658,15.0639139,0.0,-1.52E-6,OPS1,6924.517,95.593,203.3355,18887,46368,6925.375,18th SPCS,2024-01-31T21:41:02.115744Z,2024-02-01T12:00:53.967168Z,US,2020-09-03,62,AV,46368,2020-062AV,STARLINK-1658,46368,PAYLOAD,LARGE,STARLINK-1658,AFETR,2024-08-21
SGP4,6926.255,104.7933,1.2452E-4,U,2024-02-01T05:05:13.886Z,system.ob-ingest,REAL,1.327E-4,312b83e7-2367-4028-8106-d61dc66e10dc,46559,53.0555,1 46559U 20070AD  24031.88599549 +.00001574 +00000+0 +12452-3 0 99997,2 46559  53.0555 353.4122 0001327 104.7933 255.3203 15.06404134184195,255.3203,15.06404134,0.0,1.574E-5,OPS1,6924.417,95.592,353.4122,18419,46559,6925.336,18th SPCS,2024-01-31T21:15:50.010336Z,2024-02-01T03:37:59.285568Z,US,2020-10-06,70,AD,46559,2020-070AD,STARLINK-1681,46559,PAYLOAD,LARGE,STARLINK-1681,AFETR,2024-08-21
SGP4,6580.957,202.8213,0.0045621,U,2022-04-09T18:05:13.654Z,system.ob-ingest,REAL,7.009E-4,c7fdb197-4226-417f-adca-a40e4c222b3d,46568,53.0141,1 46568U 20070AN  22099.60269981 +.17674895 +11924-4 +45621-2 0 99998,2 46568  53.0141  46.7243 0007009 202.8213 338.6979 16.27892154084951,338.6979,16.27892154,1.1924E-5,0.17674895,OPS1,6571.738,88.458,46.7243,8495,46568,6576.348,18th SPCS,2022-04-09T14:27:53.263584Z,"",US,2020-10-06,70,AN,46568,2020-070AN,STARLINK-1743,46568,PAYLOAD,LARGE,STARLINK-1743,AFETR,2024-08-21
SGP4,6926.486,82.2474,-3.8872E-5,U,2024-01-31T23:05:15.227Z,system.ob-ingest,REAL,1.604E-4,52c80b27-a33e-403a-91ca-7c4898b23c13,46579,53.0554,1 46579U 20070AZ  24031.24605253 -.00000860 +00000+0 -38872-4 0 99993,2 46579  53.0554  11.2917 0001604  82.2474 277.8697 15.06391163183894,277.8697,15.06391163,0.0,-8.6E-6,OPS1,6924.265,95.593,11.2917,18389,46579,6925.376,18th SPCS,2024-01-31T05:54:18.938592Z,2024-02-01T04:11:51.640800Z,US,2020-10-06,70,AZ,46579,2020-070AZ,STARLINK-1705,46579,PAYLOAD,LARGE,STARLINK-1705,AFETR,2024-08-21
SGP4,6926.287,102.1436,5.0062E-5,U,2024-01-31T07:05:12.992Z,system.ob-ingest,REAL,1.327E-4,4f6580b6-f723-49e6-bc1b-aa277ef3746e,47391,53.0525,1 47391U 21005AU  24031.02855544 +.00000464 +00000+0 +50062-4 0 99994,2 47391  53.0525 242.2734 0001327 102.1436 257.9702 15.06393498168218,257.9702,15.06393498,0.0,4.64E-6,OPS1,6924.449,95.593,242.2734,16821,47391,6925.368,18th SPCS,2024-01-31T00:41:07.190016Z,2024-02-01T13:18:31.874112Z,US,2021-01-20,5,AU,47391,2021-005AU,STARLINK-2112,47391,PAYLOAD,LARGE,STARLINK-2112,AFETR,2024-08-21
SGP4,6926.263,87.4872,1.478E-4,U,2024-02-01T07:05:13.775Z,system.ob-ingest,REAL,1.305E-4,8849b6b2-3ab0-4781-bab4-54904bdf987d,47406,53.0538,1 47406U 21005BK  24031.99890516 +.00001921 +00000+0 +14780-3 0 99990,2 47406  53.0538 237.9145 0001305  87.4872 272.6266 15.06396623168370,272.6266,15.06396623,0.0,1.921E-5,OPS1,6924.455,95.592,237.9145,16837,47406,6925.359,18th SPCS,2024-01-31T23:58:25.405824Z,2024-02-02T18:57:59.154336Z,US,2021-01-20,5,BK,47406,2021-005BK,STARLINK-2133,47406,PAYLOAD,LARGE,STARLINK-2133,AFETR,2024-08-21
SGP4,6541.233,242.1941,0.002212,U,2022-01-24T00:05:19.359Z,system.ob-ingest,REAL,6.997E-4,2ae59e05-7d9f-4bc1-ab9f-36ddd1525a06,47415,97.4616,1 47415U 21006C   22023.92691178 +.48116361 +29050-5 +22120-2 0 99991,2 47415  97.4616  91.1401 0006997 242.1941 117.9343 16.42740704055683,117.9343,16.42740704,2.905E-6,0.48116361,OPS1,6532.085,87.658,91.1401,5568,47415,6536.659,18th SPCS,2022-01-23T22:14:45.177792Z,"",US,2021-01-24,6,C,47415,2021-006C,STARLINK-2201,47415,PAYLOAD,LARGE,STARLINK-2201,AFETR,2024-08-21
SGP4,6926.499,107.9676,4.6246E-5,U,2024-02-01T05:05:13.794Z,system.ob-ingest,REAL,1.596E-4,6bf88fcd-ae81-468f-b7a9-a4b87d4aa6c2,47824,53.0544,1 47824U 21018AP  24031.62477706 +.00000407 +00000+0 +46246-4 0 99991,2 47824  53.0544  99.5930 0001596 107.9676 252.1487 15.06385218160825,252.1487,15.06385218,0.0,4.07E-6,OPS1,6924.289,95.593,99.593,16082,47824,6925.394,18th SPCS,2024-01-31T14:59:40.737984Z,2024-02-01T11:41:41.105184Z,US,2021-03-11,18,AP,47824,2021-018AP,STARLINK-2409,47824,PAYLOAD,LARGE,STARLINK-2409,AFETR,2024-08-21
